Section,Key,Value
Retired and discontinued,,
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",Ordering Code,FH8069004352312
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",Spec Code,SRKT5
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",Shipping Media,TRAY
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",Stepping,R0
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",MDDS Content IDs,"707562,847612"
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",PCN Content IDs,797249
"Intel® Xeon® W-11955M Processor (24M Cache, 2.60 GHz) FC-BGA16F, Tray",Recommended Customer Price,$623.00
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G167599
Trade Compliance Information,US HTS,8542310050
