Section,Key,Value
Essentials,Product Collection,Intel® Wireless 8000 Series
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,Q1'16
Essentials,Weight (in grams),2.6
Essentials,Operating Temperature Range,0°C to 80°C
Essentials,Max Operating Temperature,80 °C
Essentials,Minimum Operating Temperature,0 °C
Essentials,Supported Operating Systems,"Windows 11, 64-bit*, Windows 10, 64-bit*, Linux*"
Essentials,Antenna,2x2
Networking Specifications,TX/RX Streams,2x2
Networking Specifications,Bands,"2.4, 5 GHz"
Networking Specifications,Max Speed,867 Mbps
Networking Specifications,Wi-Fi CERTIFIED*,Wi-Fi 5 (802.11ac)
Networking Specifications,Compliance,"FIPS, FISMA"
Networking Specifications,Integrated Bluetooth,Yes
Networking Specifications,Bluetooth Version,4.2
Package Specifications,Board Form Factor,"M.2 2230, M.2 1216"
Package Specifications,Package Size,"22mm x 30mm x 2.4mm, 12mm x 16mm x 1.8mm"
Package Specifications,System Interface Type,"Wi-Fi(PCIe), BT(USB)"
Advanced Technologies,MU-MIMO,Yes
Advanced Technologies,Supported Under Intel vPro® Technology,Yes
