Section,Key,Value
Essentials,Product Collection,"Intel® Data Center Systems for HCI, certified for Microsoft Azure Stack HCI"
Essentials,Code Name,Products formerly Buchanan Pass
Essentials,Launch Date,Q2'19
Essentials,Marketing Status,Discontinued
Essentials,Expected Discontinuance,2023
Essentials,ISV Certification,Microsoft Windows Server 2019* Software-Defined Data Center (SDDC) Premium
Essentials,Rack Rails Included,Yes
Essentials,Compatible Product Series,2nd Generation Intel® Xeon® Scalable Processors
Essentials,TDP,85 W
Essentials,System Board,Intel® Compute Module HNS2600BPS24R
Essentials,Target Market,Cloud/Datacenter
Supplemental Information,Description,"Intel® Data Center Blocks for Microsoft* Azure* Stack HCI  includes Server Board, Chassis, Processor, Solid State Drives and third-party memory, optimized for Storage Spaces Direct and built with Microsoft* Windows* Server 2019 certified ingredients"
Memory & Storage,Storage Profile,Hybrid Storage Profile
Memory & Storage,Included Memory,128GB (node) / 512GB (system) DDR4 RAM Raw Memory
Memory & Storage,Included Storage,4 x 0.25TB boot device7.6TB Cache TierCapacity Tier HDDs are customer supplied and NOT INCLUDED in the configuration. This model was certified with 16 x 2TB Seagate ST2000NX0243 drives
Expansion Options,PCI Express Revision,3.0
Security & Reliability,Intel® AES New Instructions,Yes
Security & Reliability,Intel® Trusted Execution Technology‡,Yes
