Section,Key,Value
Essentials,Product Collection,Intel® 500 Series Desktop Chipsets
Essentials,Code Name,Products formerly Rocket Lake
Essentials,Vertical Segment,Desktop
Essentials,Marketing Status,Discontinued
Essentials,Launch Date,01'21
Essentials,TDP,6 W
Essentials,Recommended Customer Price,$30.00
Essentials,Supports Memory Overclocking,Yes
Essentials,Use Conditions,PC/Client/Tablet
Supplemental Information,Embedded Options Available,No
Supplemental Information,Datasheet,View now
Memory Specifications,# of DIMMs per channel,2
Memory Specifications,ECC Memory Supported‡,No
Memory Specifications,Supports Overclocking,Memory
GPU Specifications,# of Displays Supported‡,3
Expansion Options,Direct Media Interface (DMI) Revision,3.0
Expansion Options,Max # of DMI Lanes,4
Expansion Options,PCI Express Revision,3.0
Expansion Options,PCI Express Configurations‡,"x1, x2, x4"
Expansion Options,Max # of PCI Express Lanes,12
I/O Specifications,# of USB Ports,12
I/O Specifications,USB Configuration,6 USB 3.2 Ports- Up to 2 USB 3.2 Gen 2x2 (20Gb/s) Ports- Up to 4 USB 3.2 Gen 2x1 (10Gb/s) Ports- Up to 6 USB 3.2 Gen 1x1 (5Gb/s) Ports12 USB 2.0 Ports
I/O Specifications,USB Revision,"3.2, 2.0"
I/O Specifications,Max # of SATA 6.0 Gb/s Ports,6
I/O Specifications,RAID Configuration,N/A
I/O Specifications,Integrated LAN,Integrated MAC
I/O Specifications,Integrated Wireless‡,Intel® Wi-Fi 6 AX201
I/O Specifications,Supported Processor PCI Express Port Configurations,1x16+1x4
Package Specifications,Package Size,25mm x 24mm
Advanced Technologies,Intel® Optane™ Memory Supported‡,Yes
Advanced Technologies,Intel® Virtualization Technology for Directed I/O (VT-d)‡,Yes
Advanced Technologies,Intel® ME Firmware Version,15
Advanced Technologies,Intel® HD Audio Technology,Yes
Advanced Technologies,Intel® Rapid Storage Technology,Yes
Advanced Technologies,Intel® Rapid Storage Technology enterprise,No
Advanced Technologies,Intel® Standard Manageability,No
Advanced Technologies,Intel® Stable IT Platform Program (SIPP),No
Advanced Technologies,Intel® Smart Sound Technology,Yes
Advanced Technologies,Intel® Platform Trust Technology (Intel® PTT),Yes
Security & Reliability,Intel® Trusted Execution Technology‡,No
Security & Reliability,Intel® Boot Guard,Yes
